ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
7158	"CPA5"	"CPA5"	chr7	+	130367905	130367990	130367371	130367571	130368409	130368730
7159	"CPA5"	"CPA5"	chr7	+	130345838	130345896	130344789	130345205	130346392	130346601
7160	"ANKRD33B"	"ANKRD33B"	chr5	+	10618332	10618462	10564322	10564833	10638027	10638168
7161	"WDR63"	"WDR63"	chr1	+	85090115	85090232	85085830	85086030	85093457	85093648
7162	"FHL3"	"FHL3"	chr1	-	37999256	37999432	37998973	37999148	38005356	38005515
7163	"IQSEC2"	"IQSEC2"	chrX	-	53235782	53235832	53232875	53235184	53236321	53236495
7164	"COPS6"	"COPS6"	chr7	+	100090901	100090949	100090591	100090654	100091037	100091152
7165	"COPS6"	"COPS6"	chr7	+	100090398	100090487	100089614	100089746	100090591	100090654
7166	"COPS6"	"COPS6"	chr7	+	100090591	100090654	100090398	100090487	100090901	100090949
7167	"PRKDC"	"PRKDC"	chr8	-	47782161	47782254	47779003	47779093	47782377	47782598
7168	"PRKDC"	"PRKDC"	chr8	-	47776843	47776983	47773107	47774377	47777685	47777874
7169	"SIK2"	"SIK2"	chr11	+	111620338	111620402	111616242	111616359	111688000	111688162
7170	"CR2"	"CR2"	chr1	+	207473544	207473721	207472771	207473179	207473800	207473885
7171	"ZKSCAN1"	"ZKSCAN1"	chr7	+	100019230	100019349	100015571	100015726	100023418	100023461
7172	"DENND2A"	"DENND2A"	chr7	-	140546798	140546939	140544617	140544766	140555635	140555713
7173	"SRPRB"	"SRPRB"	chr3	+	133807745	133807823	133806608	133806703	133811116	133811199
7174	"ZNF772"	"ZNF772"	chr19	-	57475023	57475146	57469585	57474421	57475659	57475786
7175	"CHD2"	"CHD2"	chr15	+	92956458	92956649	92955422	92955512	92967324	92967513
7176	"CHD2"	"CHD2"	chr15	+	93004616	93004751	93002176	93002317	93009144	93009323
7177	"CHD2"	"CHD2"	chr15	+	92953356	92953573	92948951	92949076	92955422	92955512
7178	"CHD2"	"CHD2"	chr15	+	92901166	92901299	92900320	92900824	92924320	92924552
7179	"CHD2"	"CHD2"	chr15	+	92948951	92949076	92946037	92946216	92953356	92953573
7180	"CHD2"	"CHD2"	chr15	+	92929029	92929091	92927243	92927330	92937517	92937625
7181	"CHD2"	"CHD2"	chr15	+	92997252	92997403	92996956	92997095	92998498	92998621
7182	"GULP1"	"GULP1"	chr2	+	188541180	188541318	188529096	188529195	188569238	188569355
7183	"GULP1"	"GULP1"	chr2	+	188589739	188589750	188587854	188587949	188593939	188595925
7184	"ATP6AP1"	"ATP6AP1"	chrX	+	154433634	154433720	154432930	154432971	154434207	154434446
7185	"CLEC1A"	"CLEC1A"	chr12	-	10092421	10092519	10089123	10089222	10098807	10099065
7186	"CLEC1A"	"CLEC1A"	chr12	-	10089123	10089222	10081236	10081413	10098807	10099065
7187	"CLEC1A"	"CLEC1A"	chr12	-	10081236	10081413	10075503	10075655	10098807	10099065
7188	"CLEC1A"	"CLEC1A"	chr12	-	10089081	10089222	10081236	10081413	10098807	10099065
7189	"BRPF1"	"BRPF1"	chr3	+	9744223	9744508	9743577	9743901	9745007	9745155
7190	"CAMSAP1"	"CAMSAP1"	chr9	-	135862466	135862608	135850321	135850461	135866455	135866536
7191	"RGS3"	"RGS3"	chr9	+	113594918	113594980	113594429	113594531	113595598	113595765
7192	"RGS3"	"RGS3"	chr9	+	113583449	113584427	113536795	113536918	113591332	113591397
7193	"OSER1"	"OSER1"	chr20	-	44202960	44203074	44195940	44197739	44206880	44206998
7194	"OSER1"	"OSER1"	chr20	-	44206880	44206998	44195940	44197739	44210695	44210906
7195	"SPINK5"	"SPINK5"	chr5	+	148125523	148125613	148124764	148124837	148125722	148125850
7196	"FGD6"	"FGD6"	chr12	-	95208842	95211267	95172599	95172744	95217224	95217464
7197	"GLT8D1"	"GLT8D1"	chr3	-	52704723	52704952	52700444	52700496	52705702	52706083
7198	"GLT8D1"	"GLT8D1"	chr3	-	52704723	52704952	52700444	52700496	52705446	52706083
7199	"GLT8D1"	"GLT8D1"	chr3	-	52696233	52696318	52695927	52696040	52696541	52696659
7200	"GLT8D1"	"GLT8D1"	chr3	-	52704723	52704948	52700444	52700496	52705446	52706083
7201	"DOCK2"	"DOCK2"	chr5	+	170077709	170077837	170075946	170076084	170078974	170079146
7202	"DMRT2"	"DMRT2"	chr9	+	1055721	1055799	1053721	1053824	1056215	1057554
7203	"JAM3"	"JAM3"	chr11	+	134144240	134144393	134140656	134140770	134144791	134144994
7204	"LINC01136"	"LINC01136"	chr1	-	203304519	203304705	203301089	203301281	203304852	203305325
7205	"ZNF549"	"ZNF549"	chr19	+	57531069	57531108	57527324	57527606	57535143	57535270
7206	"PLK1"	"PLK1"	chr16	+	23688667	23688745	23687468	23687624	23689237	23689392
7207	"CHMP7"	"CHMP7"	chr8	+	23259065	23259126	23258731	23258830	23260143	23260323
7208	"SFXN5"	"SFXN5"	chr2	-	73058527	73058596	73040853	73040931	73071603	73071836
7209	"TCAIM"	"TCAIM"	chr3	+	44357740	44357876	44354738	44354811	44361364	44361518
7210	"SNRPC"	"SNRPC"	chr6	+	34757911	34757954	34757093	34757551	34762594	34762703
7211	"PDGFA"	"PDGFA"	chr7	-	500430	500499	497259	498574	501115	501242
7212	"GSTM4"	"GSTM4"	chr1	+	109657589	109657671	109657214	109657279	109657771	109657872
7213	"PRDM4"	"PRDM4"	chr12	-	107743196	107743282	107742220	107742348	107744542	107744661
7214	"SNX31"	"SNX31"	chr8	-	100577018	100577075	100572883	100573960	100584110	100584188
7215	"LINC01028"	"LINC01028"	chr17	+	70062210	70062332	70051270	70051410	70067184	70068095
7216	"ZMIZ2"	"ZMIZ2"	chr7	+	44760150	44760228	44759280	44759460	44760424	44760593
7217	"ZMIZ2"	"ZMIZ2"	chr7	+	44762880	44762986	44761694	44761905	44763255	44763413
7218	"ALPK1"	"ALPK1"	chr4	+	112382397	112382552	112377677	112377898	112411826	112412025
7219	"SDHAP1"	"SDHAP1"	chr3	-	195963299	195963421	195959920	195960086	195965428	195965542
7220	"ABCC4"	"ABCC4"	chr13	-	95234609	95234834	95210691	95210781	95246974	95247095
7221	"ABCC4"	"ABCC4"	chr13	-	95164377	95164518	95163609	95163647	95166157	95166367
7222	"C1orf123"	"C1orf123"	chr1	-	53220260	53220344	53218413	53218495	53220569	53220639
7223	"C1orf123"	"C1orf123"	chr1	-	53218866	53218923	53218413	53218495	53220260	53220344
7224	"OMA1"	"OMA1"	chr1	-	58530600	58530729	58527260	58527335	58533952	58534060
7225	"OMA1"	"OMA1"	chr1	-	58536512	58536741	58534157	58534331	58546702	58546799
7226	"OMA1"	"OMA1"	chr1	-	58538794	58539310	58536512	58536741	58546702	58546799
7227	"SH3RF2"	"SH3RF2"	chr5	+	146059865	146060224	146055980	146056213	146062425	146063316
7228	"EPHA2"	"EPHA2"	chr1	-	16134467	16134567	16133859	16133915	16137852	16138185
7229	"EPHA2"	"EPHA2"	chr1	-	16131720	16131870	16130225	16130419	16132063	16132273
7230	"SNHG16"	"SNHG16"	chr17	+	76558944	76559043	76557763	76557857	76561287	76561402
7231	"SLC35A3"	"SLC35A3"	chr1	+	100017681	100017815	100015301	100015420	100022385	100026978
7232	"SLC35A3"	"SLC35A3"	chr1	+	100015301	100015420	100011364	100011533	100022385	100026978
7233	"SLC35A3"	"SLC35A3"	chr1	+	99999260	99999415	99993536	99993741	100007033	100007156
7234	"ZDHHC13"	"ZDHHC13"	chr11	+	19152558	19152684	19152157	19152320	19155795	19155929
7235	"ZDHHC13"	"ZDHHC13"	chr11	+	19142977	19143123	19117144	19117276	19146180	19146303
7236	"RNF220"	"RNF220"	chr1	+	44649882	44649957	44649660	44649769	44650703	44651724
7237	"FAM133A"	"FAM133A"	chrX	+	93677915	93677950	93674680	93674752	93698396	93698485
7238	"FAM133A"	"FAM133A"	chrX	+	93698396	93698485	93674700	93674752	93709316	93712274
7239	"ANGPT2"	"ANGPT2"	chr8	-	6532331	6532487	6527554	6527676	6562646	6563263
7240	"OLFM3"	"OLFM3"	chr1	-	101812409	101813146	101806075	101806182	101825025	101825245
7241	"OLFM3"	"OLFM3"	chr1	-	101967519	101967580	101836878	101837025	101996747	101997234
7242	"TRIP12"	"TRIP12"	chr2	-	229860405	229860531	229858771	229859574	229879981	229880128
7243	"TRIP12"	"TRIP12"	chr2	-	229771518	229771632	229769230	229769325	229774096	229774261
7244	"TRIP12"	"TRIP12"	chr2	-	229774096	229774261	229771518	229771632	229777314	229777479
7245	"TRIP12"	"TRIP12"	chr2	-	229836847	229836984	229818363	229818512	229840821	229840927
7246	"TRIP12"	"TRIP12"	chr2	-	229788797	229788940	229787504	229787661	229789610	229789762
7247	"NT5DC2"	"NT5DC2"	chr3	-	52528860	52528935	52528636	52528692	52529149	52529334
7248	"INO80C"	"INO80C"	chr18	-	35478281	35478349	35468326	35468742	35497718	35497991
7249	"TSG101"	"TSG101"	chr11	-	18514677	18514841	18509541	18509665	18516098	18516164
7250	"TSG101"	"TSG101"	chr11	-	18519518	18519603	18516098	18516164	18526774	18526956
7251	"TSG101"	"TSG101"	chr11	-	18506856	18506923	18502485	18502577	18509541	18509665
7252	"TSG101"	"TSG101"	chr11	-	18509541	18509665	18502485	18502577	18514677	18514841
7253	"TAF10"	"TAF10"	chr11	-	6611663	6611818	6611387	6611452	6611957	6612244
7254	"CNPPD1"	"CNPPD1"	chr2	-	219174777	219174906	219174145	219174207	219174987	219175108
7255	"CNPPD1"	"CNPPD1"	chr2	-	219174145	219174207	219173349	219173467	219174777	219174906
7256	"PRDM1"	"PRDM1"	chr6	+	106106370	106106499	106104824	106105933	106106910	106109939
7257	"DUS3L"	"DUS3L"	chr19	-	5786748	5786845	5786466	5786542	5787060	5787171
7258	"OBSL1"	"OBSL1"	chr2	-	219557342	219557618	219556453	219556723	219557822	219558110
7259	"IL18R1"	"IL18R1"	chr2	+	102373936	102373993	102371952	102372118	102375906	102376063
7260	"IL18R1"	"IL18R1"	chr2	+	102367824	102368068	102362632	102362718	102371952	102372118
7261	"CSF2RA"	"CSF2RA"	chrX	+	1285777	1285920	1282677	1282779	1288518	1288642
7262	"CSF2RA"	"CSF2RA"	chrX	+	1274754	1274818	1268799	1268879	1282677	1282779
7263	"CSF2RA"	"CSF2RA"	chrX	+	1303922	1304019	1300490	1300626	1305445	1305527
7264	"CSF2RA"	"CSF2RA"	chrX	+	1282408	1282560	1274754	1274818	1282677	1282779
7265	"CSF2RA"	"CSF2RA"	chrX	+	1305445	1305527	1300490	1300626	1309401	1309935
7266	"CSF2RA"	"CSF2RA"	chrX	+	1303260	1303362	1300490	1300626	1303922	1304019
7267	"CSF2RA"	"CSF2RA"	chrX	+	1300490	1300626	1295426	1295456	1303922	1304019
7268	"CSF2RA"	"CSF2RA"	chrX	+	1274754	1274842	1268799	1268879	1282677	1282779
7269	"RCC2"	"RCC2"	chr1	-	17425540	17425684	17422704	17422836	17429105	17429199
7270	"TSPAN4"	"TSPAN4"	chr11	+	865512	865614	864436	864511	865693	865825
7271	"TSPAN4"	"TSPAN4"	chr11	+	850287	850367	847200	847300	862549	862741
7272	"TSPAN4"	"TSPAN4"	chr11	+	850287	850367	847200	847300	864436	864511
7273	"TSPAN4"	"TSPAN4"	chr11	+	847200	847300	844080	844186	850287	850367
7274	"TSPAN4"	"TSPAN4"	chr11	+	847200	847300	842823	842915	850287	850367
7275	"TSPAN4"	"TSPAN4"	chr11	+	862549	862741	850287	850367	864436	864511
7276	"TSPAN4"	"TSPAN4"	chr11	+	862549	862741	847200	847300	864436	864511
7277	"PBRM1"	"PBRM1"	chr3	-	52658198	52658315	52651741	52651810	52662132	52662276
7278	"PBRM1"	"PBRM1"	chr3	-	52554723	52554879	52550746	52550817	52561766	52561968
7279	"NARR"	"NARR"	chr17	-	28716902	28716994	28715992	28716061	28717212	28717890
7280	"CEP70"	"CEP70"	chr3	-	138572858	138572932	138571265	138571356	138591853	138591956
7281	"CEP70"	"CEP70"	chr3	-	138500734	138500881	138500398	138500567	138505294	138505465
7282	"CEP70"	"CEP70"	chr3	-	138572858	138572914	138571265	138571356	138591853	138591956
7283	"TRMT10B"	"TRMT10B"	chr9	+	37762576	37762685	37761902	37762117	37763628	37763753
7284	"TRMT10B"	"TRMT10B"	chr9	+	37768075	37768228	37763628	37763753	37769940	37770019
7285	"TRMT10B"	"TRMT10B"	chr9	+	37763628	37763753	37761902	37762117	37768075	37768228
7286	"PDP1"	"PDP1"	chr8	+	93917910	93917945	93916933	93917079	93922015	93926068
7287	"PDP1"	"PDP1"	chr8	+	93917910	93917945	93916946	93917218	93922015	93926068
7288	"CP"	"CP"	chr3	-	149186519	149186732	149185238	149185446	149188051	149188202
7289	"HNRNPD"	"HNRNPD"	chr4	-	82356536	82356683	82355303	82355401	82356795	82356895
7290	"HNRNPD"	"HNRNPD"	chr4	-	82371527	82371584	82359470	82359639	82373445	82373996
7291	"FAM76A"	"FAM76A"	chr1	+	27749067	27749154	27744653	27744811	27755194	27755330
7292	"FAM76A"	"FAM76A"	chr1	+	27730231	27730333	27727471	27727536	27732602	27732657
7293	"FAM76A"	"FAM76A"	chr1	+	27734030	27734183	27732602	27732657	27744653	27744811
7294	"SPRED1"	"SPRED1"	chr15	+	38324762	38324809	38322240	38322409	38339736	38339895
7295	"USP42"	"USP42"	chr7	+	6159449	6159493	6156753	6157055	6160554	6161564
7296	"DPF2"	"DPF2"	chr11	+	65343990	65344069	65343744	65343837	65345665	65345803
7297	"PRCC"	"PRCC"	chr1	+	156791696	156791792	156786607	156787174	156794664	156794808
7298	"DDX4"	"DDX4"	chr5	+	55785296	55785344	55781933	55781981	55785446	55785494
7299	"DDX4"	"DDX4"	chr5	+	55779963	55780065	55767880	55767940	55781065	55781146
7300	"DDX4"	"DDX4"	chr5	+	55767880	55767940	55764013	55764064	55779963	55780065
7301	"YIPF2"	"YIPF2"	chr19	-	10927629	10927716	10925685	10925773	10927798	10927959
7302	"ADAMTS13"	"ADAMTS13"	chr9	+	133457909	133458094	133456542	133456719	133458973	133459403
7303	"ADAMTS13"	"ADAMTS13"	chr9	+	133442398	133442534	133440343	133440525	133444862	133445052
7304	"TTC27"	"TTC27"	chr2	+	32666634	32666768	32664302	32664467	32672271	32672384
7305	"TTC27"	"TTC27"	chr2	+	32777881	32777980	32758291	32758519	32782625	32782678
7306	"TTC27"	"TTC27"	chr2	+	32678855	32678922	32672271	32672384	32702806	32702920
7307	"ZMYND11"	"ZMYND11"	chr10	+	239437	239525	237584	237677	240055	240111
7308	"ZMYND11"	"ZMYND11"	chr10	+	237584	237677	236837	236915	239437	239525
7309	"ZMYND11"	"ZMYND11"	chr10	+	221194	221356	209888	210048	236837	236915
7310	"ADCY3"	"ADCY3"	chr2	-	24834793	24834936	24834484	24834646	24836916	24837045
7311	"HDAC1"	"HDAC1"	chr1	+	32332700	32332749	32332089	32332242	32333016	32333623
7312	"HDAC1"	"HDAC1"	chr1	+	32329067	32329160	32327535	32327677	32330577	32330686
7313	"TTC1"	"TTC1"	chr5	+	160049513	160049662	160043132	160043169	160051128	160051183
7314	"TTC1"	"TTC1"	chr5	+	160043132	160043169	160036690	160036803	160049513	160049662
7315	"BIRC3"	"BIRC3"	chr11	+	102335965	102336220	102330998	102331241	102336759	102336801
7316	"BIRC3"	"BIRC3"	chr11	+	102321836	102325362	102317449	102317571	102325465	102325565
7317	"GUK1"	"GUK1"	chr1	+	228148370	228148456	228147614	228147699	228148664	228148954
7318	"GUK1"	"GUK1"	chr1	+	228141123	228141288	228140227	228140363	228145510	228145624
7319	"LRRIQ1"	"LRRIQ1"	chr12	+	85052176	85052251	85047246	85047470	85055546	85057184
7320	"MRLN"	"MRLN"	chr10	-	59738997	59739119	59738458	59738562	59753353	59753445
7321	"NLK"	"NLK"	chr17	+	28185178	28185265	28172516	28172618	28191020	28191219
7322	"DNAJB5"	"DNAJB5"	chr9	+	34990667	34990812	34989640	34989831	34993199	34993444
7323	"MYSM1"	"MYSM1"	chr1	-	58689037	58689116	58685152	58685251	58690225	58690249
7324	"MYSM1"	"MYSM1"	chr1	-	58665498	58665631	58661405	58661511	58667037	58667226
7325	"MYSM1"	"MYSM1"	chr1	-	58671869	58671958	58668983	58669038	58673572	58673650
7326	"MYSM1"	"MYSM1"	chr1	-	58690225	58690249	58685152	58685251	58690339	58690417
7327	"YIF1A"	"YIF1A"	chr11	-	66285700	66285758	66284872	66284966	66287597	66287676
7328	"YIF1A"	"YIF1A"	chr11	-	66285380	66285536	66284872	66284966	66285700	66285758
7329	"YIF1A"	"YIF1A"	chr11	-	66288080	66288292	66287811	66287916	66288954	66289167
7330	"KIF9"	"KIF9"	chr3	-	47282139	47282385	47277281	47277379	47282494	47282847
7331	"KIF9"	"KIF9"	chr3	-	47273551	47273658	47271236	47271461	47275324	47275490
7332	"KIF9"	"KIF9"	chr3	-	47243050	47243245	47240800	47241015	47244790	47244924
7333	"SPATA22"	"SPATA22"	chr17	-	3443173	3443271	3440010	3440338	3446471	3446601
7334	"SPATA22"	"SPATA22"	chr17	-	3467425	3467554	3462706	3462767	3469282	3469398
7335	"NT5C3A"	"NT5C3A"	chr7	-	33029628	33029714	33026816	33026915	33035933	33035988
7336	"NT5C3A"	"NT5C3A"	chr7	-	33026816	33026915	33024038	33024108	33062567	33062797
7337	"NT5C3A"	"NT5C3A"	chr7	-	33035933	33035988	33026816	33026915	33062567	33062797
7338	"METTL8"	"METTL8"	chr2	-	171360421	171360513	171339183	171339554	171392042	171392197
7339	"METTL8"	"METTL8"	chr2	-	171326041	171326148	171325840	171325906	171330558	171330698
7340	"ELL2"	"ELL2"	chr5	-	95906522	95906782	95900955	95901080	95913770	95913934
7341	"ELL2"	"ELL2"	chr5	-	95919423	95919545	95913770	95913934	95943001	95943049
7342	"ELL2"	"ELL2"	chr5	-	95913770	95913934	95900955	95901080	95943001	95943049
7343	"ELL2"	"ELL2"	chr5	-	95900955	95901080	95900692	95900780	95943001	95943049
7344	"PTCRA"	"PTCRA"	chr6	+	42923026	42923347	42915988	42916127	42924228	42924273
7345	"FEZ2"	"FEZ2"	chr2	-	36560784	36560865	36555682	36555748	36578596	36578865
7346	"FEZ2"	"FEZ2"	chr2	-	36560784	36560865	36558437	36558513	36578596	36578865
7347	"FEZ2"	"FEZ2"	chr2	-	36583352	36583469	36581289	36581431	36590902	36591011
7348	"FEZ2"	"FEZ2"	chr2	-	36558437	36558513	36555682	36555748	36578596	36578865
7349	"FEZ2"	"FEZ2"	chr2	-	36558437	36558513	36555682	36555748	36560784	36560865
7350	"PHF14"	"PHF14"	chr7	+	11061790	11061841	11051611	11051780	11061963	11062085
7351	"PHF14"	"PHF14"	chr7	+	10982371	10983159	10974834	10974945	10990702	10990847
7352	"TMEM51"	"TMEM51"	chr1	+	15210489	15210562	15153732	15153954	15214894	15215431
7353	"TMEM51"	"TMEM51"	chr1	+	15210489	15210562	15152531	15152784	15214894	15215431
7354	"TMEM51"	"TMEM51"	chr1	+	15214894	15215431	15210489	15210562	15219325	15220478
7355	"RCHY1"	"RCHY1"	chr4	-	75509176	75509296	75508819	75508935	75514196	75514430
7356	"RCHY1"	"RCHY1"	chr4	-	75491610	75491637	75490580	75490701	75491723	75491782
7357	"RCHY1"	"RCHY1"	chr4	-	75491582	75491637	75490580	75490701	75491723	75491782
7358	"ERCC8"	"ERCC8"	chr5	-	60904791	60904873	60903359	60903716	60918264	60918388
7359	"ERCC8"	"ERCC8"	chr5	-	60924290	60924508	60922053	60922155	60928863	60928959
7360	"RREB1"	"RREB1"	chr6	+	7246423	7247221	7240437	7240602	7248510	7251980
7361	"RREB1"	"RREB1"	chr6	+	7246423	7247221	7228996	7231907	7248510	7251980
7362	"RREB1"	"RREB1"	chr6	+	7240437	7240602	7228996	7231907	7248510	7251980
7363	"RREB1"	"RREB1"	chr6	+	7240437	7240602	7228996	7231907	7246423	7247221
7364	"RPP38"	"RPP38"	chr10	+	15102217	15102336	15097179	15097766	15103304	15104257
7365	"RPP38"	"RPP38"	chr10	+	15102217	15102336	15097179	15097409	15103304	15104257
7366	"PILRA"	"PILRA"	chr7	+	100389887	100390106	100374043	100374433	100397878	100397912
7367	"PILRA"	"PILRA"	chr7	+	100397878	100397912	100374043	100374433	100399290	100399340
7368	"UBE2D3"	"UBE2D3"	chr4	-	102798927	102798977	102794382	102797460	102799406	102799500
7369	"UBE2D3"	"UBE2D3"	chr4	-	102826484	102826636	102809791	102809855	102868714	102868893
7370	"USP21"	"USP21"	chr1	+	161160365	161160506	161159463	161159678	161160619	161161240
7371	"USP21"	"USP21"	chr1	+	161162614	161162726	161162269	161162390	161162918	161163074
7372	"OAS3"	"OAS3"	chr12	+	112944475	112944651	112941569	112941852	112946742	112946981
7373	"OAS3"	"OAS3"	chr12	+	112965743	112966029	112964234	112964408	112967417	112967593
7374	"OAS3"	"OAS3"	chr12	+	112963312	112963457	112962651	112962902	112964234	112964408
7375	"ZFAND2A"	"ZFAND2A"	chr7	-	1157655	1157750	1155452	1155584	1158157	1158257
7376	"AUTS2"	"AUTS2"	chr7	+	70774027	70774099	70771548	70771644	70775356	70775386
7377	"PPFIBP1"	"PPFIBP1"	chr12	+	27673766	27673827	27672426	27672483	27676427	27676599
7378	"PPFIBP1"	"PPFIBP1"	chr12	+	27677063	27677096	27676427	27676599	27679488	27679639
7379	"PPFIBP1"	"PPFIBP1"	chr12	+	27674191	27674221	27673766	27673827	27676427	27676599
7380	"PPFIBP1"	"PPFIBP1"	chr12	+	27658815	27658848	27656615	27656730	27660883	27660945
7381	"PPFIBP1"	"PPFIBP1"	chr12	+	27655142	27655235	27654721	27654814	27656615	27656730
7382	"AK2"	"AK2"	chr1	-	33024441	33024567	33021592	33021703	33036735	33036911
7383	"AK2"	"AK2"	chr1	-	33021390	33021461	33014521	33014594	33021592	33021703
7384	"AK2"	"AK2"	chr1	-	33021366	33021461	33014521	33014594	33021592	33021703
7385	"AK2"	"AK2"	chr1	-	33031543	33031661	33024441	33024567	33036735	33036911
7386	"SPOP"	"SPOP"	chr17	-	49675894	49676016	49622732	49622876	49677932	49678163
7387	"SPOP"	"SPOP"	chr17	-	49675894	49676016	49668026	49668078	49677932	49678163
7388	"SPOP"	"SPOP"	chr17	-	49668026	49668078	49622732	49622876	49677932	49678163
7389	"SPOP"	"SPOP"	chr17	-	49668026	49668078	49622732	49622876	49675894	49676016
7390	"SPOP"	"SPOP"	chr17	-	49668026	49668078	49636758	49636809	49677932	49678163
7391	"SPOP"	"SPOP"	chr17	-	49636758	49636809	49622732	49622876	49677932	49678163
7392	"SPOP"	"SPOP"	chr17	-	49636758	49636809	49622732	49622876	49668026	49668078
7393	"SPRYD7"	"SPRYD7"	chr13	-	49931017	49931134	49927918	49928085	49936129	49936501
7394	"SPRYD7"	"SPRYD7"	chr13	-	49927918	49928085	49921477	49921580	49936129	49936501
7395	"CCDC58"	"CCDC58"	chr3	-	122362967	122363027	122359590	122359919	122368175	122368322
7396	"KLRC1"	"KLRC1"	chr12	-	10449913	10449967	10449236	10449388	10450483	10450579
7397	"NTRK2"	"NTRK2"	chr9	+	84861039	84861087	84751985	84752085	84867242	84867431
7398	"DUS4L"	"DUS4L"	chr7	+	107564587	107564676	107563956	107564209	107567049	107567186
7399	"DUS4L"	"DUS4L"	chr7	+	107573703	107573821	107571144	107571266	107575187	107575310
7400	"DUS4L"	"DUS4L"	chr7	+	107573703	107573883	107571144	107571266	107575187	107575310
7401	"PCNX"	"PCNX"	chr14	+	70946914	70947123	70907404	70908003	70962225	70962331
7402	"MRPL17"	"MRPL17"	chr11	-	6682746	6682815	6680384	6682402	6683122	6683401
7403	"PIK3R6"	"PIK3R6"	chr17	-	8803661	8803802	8802722	8803429	8804040	8804153
7404	"PIK3R6"	"PIK3R6"	chr17	-	8832888	8833045	8829705	8829792	8835272	8835456
7405	"PIKFYVE"	"PIKFYVE"	chr2	+	208304845	208305013	208304170	208304318	208312235	208312295
7406	"AP4M1"	"AP4M1"	chr7	+	100106240	100106291	100105958	100106003	100106402	100106514
7407	"ESRRG"	"ESRRG"	chr1	-	216707358	216707486	216677075	216677491	216723243	216723472
7408	"ESRRG"	"ESRRG"	chr1	-	216865060	216865178	216677075	216677491	216939581	216939673
7409	"ESRRG"	"ESRRG"	chr1	-	216715073	216715249	216677075	216677491	216939581	216939673
7410	"ESRRG"	"ESRRG"	chr1	-	216715073	216715249	216677075	216677491	216723243	216723472
