IID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
7766	"Pdcd10"	"Pdcd10"	chr3	-	75533540	75533594	75528809	75528927	75541159	75541378
7767	"Dsn1"	"Dsn1"	chr2	-	156999135	156999195	156998719	156998797	157000833	157000924
7768	"Nmi"	"Nmi"	chr2	-	51952441	51952628	51949983	51950090	51952775	51952882
7769	"Nmi"	"Nmi"	chr2	-	51972587	51972627	51960570	51960660	51972908	51973208
7770	"Nmi"	"Nmi"	chr2	-	51949983	51950090	51948498	51948776	51952441	51952628
7771	"Ftx"	"Ftx"	chrX	-	103605457	103605619	103603041	103603089	103606317	103606382
7772	"Aasdhppt"	"Aasdhppt"	chr9	-	4308693	4308919	4302469	4302631	4309253	4309494
7773	"Aasdhppt"	"Aasdhppt"	chr9	-	4303093	4303215	4302469	4302631	4308693	4308919
7774	"Ralgps2"	"Ralgps2"	chr1	-	156901785	156901890	156900585	156900636	156907638	156907778
7775	"Ralgps2"	"Ralgps2"	chr1	-	156892907	156893012	156887946	156888030	156900585	156900636
7776	"Ralgps2"	"Ralgps2"	chr1	-	156821386	156821464	156819812	156819918	156823990	156824045
7777	"Kdm3a"	"Kdm3a"	chr6	-	71625758	71625914	71624592	71624703	71632055	71632271
7778	"Kdm3a"	"Kdm3a"	chr6	-	71632496	71632579	71632055	71632271	71632837	71632917
7779	"Kdm3a"	"Kdm3a"	chr6	-	71603933	71604148	71600722	71600875	71607401	71607606
7780	"Nfe2l1"	"Nfe2l1"	chr11	-	96821250	96821409	96817413	96820516	96822103	96822286
7781	"G730013B05Rik"	"G730013B05Rik"	chr16	+	50541840	50542001	50538210	50538318	50554474	50554580
7782	"Sec11a"	"Sec11a"	chr7	-	80923100	80923220	80916174	80916232	80935026	80935136
7783	"Sec11a"	"Sec11a"	chr7	-	80927736	80927886	80923100	80923220	80935026	80935136
7784	"Sppl2b"	"Sppl2b"	chr10	+	80866499	80866660	80866051	80866129	80867399	80868708
7785	"Slc16a1"	"Slc16a1"	chr3	+	104652741	104653587	104650885	104651029	104655447	104658462
7786	"2010315B03Rik"	"2010315B03Rik"	chr9	-	124304655	124304718	124295357	124295484	124312559	124312694
7787	"2010315B03Rik"	"2010315B03Rik"	chr9	-	124311675	124311750	124295357	124295484	124312559	124312694
7788	"Atpif1"	"Atpif1"	chr4	-	132533295	132533387	132530554	132530823	132533481	132533659
7789	"Pex26"	"Pex26"	chr6	+	121187258	121187566	121185709	121185850	121190100	121190247
7790	"Dusp12"	"Dusp12"	chr1	-	170880572	170880691	170880129	170880226	170880914	170881028
7791	"Gopc"	"Gopc"	chr10	-	52346048	52346229	52337023	52339853	52349071	52349236
7792	"Gopc"	"Gopc"	chr10	-	52357341	52357365	52354571	52354747	52358772	52358937
7793	"Mgll"	"Mgll"	chr6	+	88823325	88823406	88818573	88818663	88825650	88828360
7794	"Mgll"	"Mgll"	chr6	+	88823190	88823406	88818573	88818663	88825650	88828360
7795	"Birc2"	"Birc2"	chr9	-	7819306	7819561	7819020	7819062	7820973	7821219
7796	"Birc2"	"Birc2"	chr9	-	7825614	7825663	7820973	7821219	7833504	7835255
7797	"Birc2"	"Birc2"	chr9	-	7825614	7825663	7820973	7821219	7826930	7827009
7798	"Birc2"	"Birc2"	chr9	-	7826930	7827009	7820973	7821219	7833504	7835255
7799	"Birc2"	"Birc2"	chr9	-	7826930	7827009	7825614	7825663	7833504	7835255
7800	"Itga3"	"Itga3"	chr11	-	95055856	95055936	95055695	95055773	95056440	95056512
7801	"Itga3"	"Itga3"	chr11	-	95056703	95056851	95056440	95056512	95057083	95057181
7802	"Ubxn2b"	"Ubxn2b"	chr4	+	6203776	6203860	6202291	6202442	6204563	6204673
7803	"Csnk1g3"	"Csnk1g3"	chr18	+	53948644	53948668	53948047	53948154	53953244	53955684
7804	"Pax7"	"Pax7"	chr4	-	139780760	139780926	139779575	139779778	139784482	139784682
7805	"Pced1b"	"Pced1b"	chr15	+	97373955	97374149	97361199	97361335	97384027	97385691
7806	"4930525D18Rik"	"4930525D18Rik"	chr9	-	114349729	114349934	114341110	114341433	114355822	114355992
7807	"4930525D18Rik"	"4930525D18Rik"	chr9	-	114362160	114362287	114355822	114355992	114363751	114363808
7808	"Dbr1"	"Dbr1"	chr9	+	99580138	99580363	99579356	99579442	99582021	99582102
7809	"Btbd7"	"Btbd7"	chr12	-	102807899	102808060	102795172	102795316	102811119	102811195
7810	"Btbd7"	"Btbd7"	chr12	-	102841038	102841191	102840099	102840287	102878215	102878406
7811	"Eva1c"	"Eva1c"	chr16	+	90897363	90897453	90894577	90894655	90904103	90904885
7812	"Eva1c"	"Eva1c"	chr16	+	90890529	90890673	90876038	90876191	90894577	90894655
7813	"Sec61a1"	"Sec61a1"	chr6	-	88512495	88512605	88512101	88512255	88514312	88514444
7814	"Rab7l1"	"Rab7l1"	chr1	+	131872066	131872188	131870679	131870861	131872465	131872889
7815	"Cenph"	"Cenph"	chr13	-	100761760	100761924	100759685	100760194	100763549	100763601
7816	"Palm"	"Palm"	chr10	+	79816791	79816923	79815184	79815241	79819040	79820896
7817	"Hltf"	"Hltf"	chr3	+	20063817	20063984	20058898	20059106	20064565	20064699
7818	"Hltf"	"Hltf"	chr3	+	20065321	20065419	20064565	20064699	20067345	20067420
7819	"Hltf"	"Hltf"	chr3	+	20105640	20105765	20099775	20099955	20106349	20106528
7820	"Ccnk"	"Ccnk"	chr12	+	108194341	108194399	108193671	108193777	108195066	108195236
7821	"Ccnk"	"Ccnk"	chr12	+	108182176	108182208	108179737	108179880	108186375	108186622
7822	"Nbeal2"	"Nbeal2"	chr9	-	110641410	110641491	110639779	110639863	110641770	110641877
7823	"Dnajc21"	"Dnajc21"	chr15	-	10447695	10447771	10446762	10447226	10449575	10449748
7824	"Med23"	"Med23"	chr10	+	24883203	24883221	24882553	24882649	24888399	24888600
7825	"Psmd5"	"Psmd5"	chr2	-	34854251	34854392	34852088	34852833	34856447	34856557
7826	"Prl8a6"	"Prl8a6"	chr13	-	27435383	27435488	27434151	27434331	27436188	27436227
7827	"Fat2"	"Fat2"	chr11	-	55265861	55266059	55262061	55262872	55267576	55267720
7828	"Prkd2"	"Prkd2"	chr7	+	16865686	16865954	16863940	16864039	16869487	16869573
7829	"Sephs1"	"Sephs1"	chr2	+	4891586	4891694	4889182	4889286	4893184	4893339
7830	"Esr2"	"Esr2"	chr12	-	76141334	76141473	76133809	76133943	76145243	76145543
7831	"Esr2"	"Esr2"	chr12	-	76140197	76140251	76133809	76133943	76141334	76141473
7832	"Fam160a2"	"Fam160a2"	chr7	-	105391576	105391667	105390020	105390352	105399883	105400054
7833	"Fam160a2"	"Fam160a2"	chr7	-	105385342	105385422	105384987	105385151	105388183	105388351
7834	"Clec5a"	"Clec5a"	chr6	-	40584355	40584430	40582234	40582294	40585149	40585248
7835	"Pigf"	"Pigf"	chr17	-	87008802	87008911	86997258	86997567	87020400	87020517
7836	"Cnpy4"	"Cnpy4"	chr5	+	138190269	138190396	138187534	138187720	138190492	138190589
7837	"Tmem59"	"Tmem59"	chr4	+	107192461	107192543	107190534	107190687	107193298	107193380
7838	"Hmgxb4"	"Hmgxb4"	chr8	+	75021802	75021867	75020243	75020325	75023198	75023304
7839	"Hmgxb4"	"Hmgxb4"	chr8	+	74998834	74998938	74993702	74993749	74999559	74999708
7840	"Mctp1"	"Mctp1"	chr13	+	76925471	76925525	76891494	76891614	77020751	77020861
7841	"Mctp1"	"Mctp1"	chr13	+	76688487	76688630	76641711	76641826	76712079	76712159
7842	"Mctp1"	"Mctp1"	chr13	+	76731770	76731809	76723667	76723779	76756985	76757156
7843	"Mctp1"	"Mctp1"	chr13	+	77028621	77028719	77024782	77024892	77029879	77031810
7844	"Mctp1"	"Mctp1"	chr13	+	76827681	76827801	76825722	76825797	76891494	76891614
7845	"Plxnb2"	"Plxnb2"	chr15	-	89161985	89162122	89161674	89161845	89162250	89162359
7846	"Plxnb2"	"Plxnb2"	chr15	-	89171066	89171116	89170568	89170617	89180664	89180788
7847	"Plxnb2"	"Plxnb2"	chr15	-	89158958	89159105	89158626	89158783	89159226	89159293
7848	"Pus7"	"Pus7"	chr5	-	23763333	23763351	23762362	23762474	23768767	23768912
7849	"Scarb1"	"Scarb1"	chr5	-	125281104	125281233	125277086	125277865	125283898	125284045
7850	"Kif12"	"Kif12"	chr4	-	63170430	63170566	63169700	63169792	63170687	63170822
7851	"Plcb2"	"Plcb2"	chr2	-	118724387	118724456	118723667	118723808	118725016	118725094
7852	"Ceacam10"	"Ceacam10"	chr7	+	24778125	24778485	24777203	24777339	24780869	24781229
7853	"Slc26a11"	"Slc26a11"	chr11	+	119374764	119374905	119374484	119374540	119376781	119376909
7854	"Cpeb3"	"Cpeb3"	chr19	-	37105790	37105814	37088419	37088587	37126331	37126388
7855	"Cpeb3"	"Cpeb3"	chr19	-	37054259	37054374	37044521	37044703	37068172	37068291
7856	"Prpf18"	"Prpf18"	chr2	-	4637147	4637216	4635827	4635968	4638848	4638995
7857	"Clca1"	"Clca1"	chr3	-	144748400	144748501	144747369	144747594	144749664	144749842
7858	"Clca1"	"Clca1"	chr3	-	144757957	144758066	144755153	144755331	144758406	144758554
7859	"Cd300a"	"Cd300a"	chr11	+	114899344	114899382	114897721	114897819	114899752	114899863
7860	"Ndufa7"	"Ndufa7"	chr17	+	33825600	33825650	33824571	33824680	33829666	33829816
7861	"Agbl5"	"Agbl5"	chr5	+	30890873	30890960	30890598	30890770	30891059	30891223
7862	"Agbl5"	"Agbl5"	chr5	+	30905108	30905155	30904702	30904815	30905630	30905761
7863	"Hk3"	"Hk3"	chr13	-	55019327	55019447	55014972	55015129	55021145	55021385
7864	"Mccc2"	"Mccc2"	chr13	-	99971778	99971843	99967833	99967933	99976408	99976522
7865	"Mccc2"	"Mccc2"	chr13	-	99960899	99960976	99954614	99954771	99963807	99963880
7866	"Mccc2"	"Mccc2"	chr13	-	99967833	99967933	99963807	99963880	99976408	99976522
7867	"Mccc2"	"Mccc2"	chr13	-	99958804	99958871	99954614	99954771	99960899	99960976
7868	"Mccc2"	"Mccc2"	chr13	-	99963807	99963880	99960899	99960976	99967640	99967736
7869	"Mccc2"	"Mccc2"	chr13	-	99967640	99967736	99963807	99963880	99967833	99967933
7870	"Bfar"	"Bfar"	chr16	+	13687390	13687595	13685061	13685398	13692432	13692577
7871	"Bfar"	"Bfar"	chr16	+	13688755	13688925	13687390	13687595	13692432	13692577
7872	"Cd97"	"Cd97"	chr8	-	83730110	83730257	83729381	83729525	83733413	83733566
7873	"Cd97"	"Cd97"	chr8	-	83731902	83732037	83730110	83730257	83733413	83733566
7874	"Acy3"	"Acy3"	chr19	+	3987730	3987923	3986660	3987305	3988137	3988231
7875	"Exosc1"	"Exosc1"	chr19	-	41924710	41924795	41922979	41924088	41926531	41926565
7876	"Exosc1"	"Exosc1"	chr19	-	41925188	41925239	41924710	41924795	41926531	41926565
7877	"Atp6v0a1"	"Atp6v0a1"	chr11	+	101038158	101038298	101036721	101036872	101038689	101038847
7878	"Atp6v0a1"	"Atp6v0a1"	chr11	+	101011756	101011937	101009451	101009564	101018563	101018642
7879	"Atp6v0a1"	"Atp6v0a1"	chr11	+	101055025	101055143	101044515	101044623	101055433	101055605
7880	"Atp6v0a1"	"Atp6v0a1"	chr11	+	101048417	101048525	101044515	101044623	101055025	101055143
7881	"Atp6v0a1"	"Atp6v0a1"	chr11	+	101049458	101049476	101048417	101048525	101055025	101055143
7882	"Cdk12"	"Cdk12"	chr11	+	98230112	98230169	98224441	98224631	98230983	98231085
7883	"Scube1"	"Scube1"	chr15	-	83651654	83651744	83638703	83638820	83654168	83654285
7884	"Scube1"	"Scube1"	chr15	-	83608217	83608297	83602582	83607477	83608723	83608876
7885	"Fgr"	"Fgr"	chr4	+	132984151	132984214	132974094	132974270	132986152	132986352
7886	"Samd10"	"Samd10"	chr2	-	181597171	181597343	181596746	181596887	181597427	181597609
7887	"Etv6"	"Etv6"	chr6	+	134233518	134233653	134222864	134223029	134248273	134248804
7888	"Etv6"	"Etv6"	chr6	+	134263018	134263119	134261689	134261832	134266257	134270147
7889	"Clec1b"	"Clec1b"	chr6	+	129401741	129401893	129401471	129401597	129403560	129403667
7890	"Clec1b"	"Clec1b"	chr6	+	129400059	129400155	129397296	129397678	129401471	129401597
7891	"Jade2"	"Jade2"	chr11	-	51818496	51818628	51813455	51817700	51821078	51821196
7892	"Srsf10"	"Srsf10"	chr4	+	135863522	135863576	135863039	135863202	135867125	135869899
7893	"Srsf10"	"Srsf10"	chr4	+	135863525	135863576	135863039	135863202	135867125	135869899
7894	"Hdac10"	"Hdac10"	chr15	-	89127149	89127218	89126868	89126995	89127385	89127490
7895	"Hdac10"	"Hdac10"	chr15	-	89125974	89126081	89125825	89125890	89126211	89126301
7896	"Hdac10"	"Hdac10"	chr15	-	89124531	89124588	89124174	89124253	89124712	89124804
7897	"Tysnd1"	"Tysnd1"	chr10	+	61699483	61699628	61698297	61698428	61702033	61702773
7898	"Tysnd1"	"Tysnd1"	chr10	+	61698297	61698428	61695513	61696742	61699442	61699628
7899	"Tysnd1"	"Tysnd1"	chr10	+	61699442	61699628	61698297	61698428	61702033	61702773
7900	"Ceacam1"	"Ceacam1"	chr7	-	25465467	25465520	25464848	25464880	25466316	25466437
7901	"Xpa"	"Xpa"	chr4	-	46184287	46184453	46183117	46183235	46185590	46185696
7902	"Numa1"	"Numa1"	chr7	+	102013168	102013345	102012741	102012878	102013529	102013646
7903	"Numa1"	"Numa1"	chr7	+	101991645	101991728	101990572	101990652	101992637	101992718
7904	"Il1f5"	"Il1f5"	chr2	+	24279661	24279747	24277477	24277530	24280810	24280938
7905	"Il1f5"	"Il1f5"	chr2	+	24277248	24277374	24276953	24277123	24277477	24277530
7906	"5830418K08Rik"	"5830418K08Rik"	chr9	-	15335848	15335983	15335570	15335668	15336315	15336419
7907	"Tnrc6c"	"Tnrc6c"	chr11	+	117741644	117741818	117739866	117740009	117742926	117743064
7908	"Tnrc6c"	"Tnrc6c"	chr11	+	117702378	117702400	117700724	117700824	117714125	117714452
7909	"Slc12a2"	"Slc12a2"	chr18	+	57921745	57921886	57919455	57919567	57926406	57926513
7910	"March2"	"March2"	chr17	-	33692018	33692153	33687227	33688242	33696036	33696246
7911	"Erich2"	"Erich2"	chr2	+	70527432	70527525	70523330	70523367	70531675	70531824
7912	"Erich2"	"Erich2"	chr2	+	70523043	70523092	70522479	70522507	70523330	70523367
7913	"Sh3bgrl2"	"Sh3bgrl2"	chr9	+	83594657	83594738	83577435	83577621	83597224	83600291
7914	"Rgl1"	"Rgl1"	chr1	-	152528272	152528459	152524644	152524899	152531505	152531595
7915	"Zbtb8os"	"Zbtb8os"	chr4	+	129340727	129340752	129336025	129336139	129341476	129341598
7916	"Cd209b"	"Cd209b"	chr8	-	3925936	3926026	3925354	3925435	3926551	3926638
7917	"Cd209b"	"Cd209b"	chr8	-	3918919	3918982	3917654	3918827	3919949	3920059
7918	"Cd209b"	"Cd209b"	chr8	-	3921339	3921491	3919949	3920059	3921982	3922069
7919	"Eri3"	"Eri3"	chr4	+	117564620	117564898	117550323	117550362	117582599	117582716
7920	"Eri3"	"Eri3"	chr4	+	117552967	117553043	117550364	117550730	117564620	117564898
7921	"Eri3"	"Eri3"	chr4	+	117649306	117649406	117615168	117615241	117673740	117674297
7922	"Fabp4"	"Fabp4"	chr3	-	10205240	10205342	10204342	10204570	10205949	10206122
7923	"Rpl27a"	"Rpl27a"	chr7	+	109520467	109520642	109519917	109519993	109521600	109522369
7924	"Rpl27a"	"Rpl27a"	chr7	+	109519917	109519993	109519584	109519648	109520467	109520642
7925	"Kcnk2"	"Kcnk2"	chr1	-	189295593	189295711	189258737	189258898	189339784	189340095
7926	"Clk2"	"Clk2"	chr3	+	89169617	89169702	89168694	89168923	89170048	89170115
7927	"Clk2"	"Clk2"	chr3	+	89173376	89173543	89170292	89170409	89174196	89174291
7928	"Malt1"	"Malt1"	chr18	+	65472999	65473157	65470388	65470538	65475132	65475258
7929	"H2-Q9"	"H2-Q9"	chr17	+	35442266	35442551	35439908	35440184	35442966	35442999
7930	"H2-Q9"	"H2-Q9"	chr17	+	35442966	35442999	35442266	35442551	35443348	35443770
7931	"H2-Q9"	"H2-Q9"	chr17	+	35442966	35442999	35442677	35442794	35443348	35443770
7932	"H2-Q9"	"H2-Q9"	chr17	+	35439908	35440184	35439451	35439721	35442266	35442551
7933	"H2-Q9"	"H2-Q9"	chr17	+	35442677	35442794	35442266	35442551	35443348	35443770
7934	"H2-Q9"	"H2-Q9"	chr17	+	35442677	35442794	35442266	35442551	35442966	35442999
7935	"Pnisr"	"Pnisr"	chr4	+	21870351	21870405	21869515	21869615	21871437	21871608
7936	"Slc25a40"	"Slc25a40"	chr5	+	8442446	8442571	8440720	8440788	8443611	8443785
7937	"Slc25a40"	"Slc25a40"	chr5	+	8427195	8427267	8422837	8423039	8427407	8427516
7938	"Nfx1"	"Nfx1"	chr4	+	40999684	40999715	40996814	40996912	41003017	41003097
7939	"Aamdc"	"Aamdc"	chr7	-	97558130	97558226	97550330	97550741	97565150	97565300
7940	"Aamdc"	"Aamdc"	chr7	-	97575587	97575691	97565150	97565300	97579365	97579497
7941	"D430042O09Rik"	"D430042O09Rik"	chr7	+	125819967	125820183	125816578	125816681	125829728	125829866
7942	"D430042O09Rik"	"D430042O09Rik"	chr7	+	125872150	125872252	125870642	125870782	125872686	125872847
7943	"D430042O09Rik"	"D430042O09Rik"	chr7	+	125728308	125728364	125707875	125707948	125752972	125753049
7944	"Gm12887"	"Gm12887"	chr4	-	121616420	121616518	121614003	121614283	121621970	121622125
7945	"Gm12887"	"Gm12887"	chr4	-	121615596	121615712	121614003	121614283	121616420	121616518
7946	"Hnrnpc"	"Hnrnpc"	chr14	-	52098014	52098040	52084114	52084391	52103888	52104028
7947	"Cacnb1"	"Cacnb1"	chr11	-	98010295	98010376	98009857	98009916	98011865	98011942
7948	"Cacnb1"	"Cacnb1"	chr11	-	98010626	98010646	98010295	98010376	98011865	98011942
7949	"Cacnb1"	"Cacnb1"	chr11	-	98010295	98010372	98009857	98009916	98011865	98011942
7950	"Cacnb1"	"Cacnb1"	chr11	-	98011342	98011497	98010295	98010376	98011865	98011942
7951	"Nrip1"	"Nrip1"	chr16	-	76330745	76330864	76290861	76295015	76352471	76352549
7952	"Nelfb"	"Nelfb"	chr2	-	25203347	25203490	25203140	25203247	25203886	25203982
7953	"Ankfy1"	"Ankfy1"	chr11	+	72758452	72758600	72757292	72757469	72759915	72760006
7954	"Ankfy1"	"Ankfy1"	chr11	+	72722627	72722763	72714364	72714483	72728760	72728884
7955	"Rbm39"	"Rbm39"	chr2	-	156162728	156162881	156161827	156161965	156164805	156164923
7956	"Rbm39"	"Rbm39"	chr2	-	156154238	156154289	156150734	156150816	156158399	156158477
7957	"Rbm39"	"Rbm39"	chr2	-	156159036	156159241	156158399	156158477	156161567	156161633
7958	"Rbm39"	"Rbm39"	chr2	-	156154238	156154271	156150734	156150816	156158399	156158477
7959	"Cd164"	"Cd164"	chr10	+	41524106	41524145	41521917	41522007	41526826	41526883
7960	"Cd164"	"Cd164"	chr10	+	41523172	41523244	41521917	41522007	41524106	41524145
7961	"Cd164"	"Cd164"	chr10	+	41526826	41526883	41524106	41524145	41528671	41531042
7962	"Pigk"	"Pigk"	chr3	+	152740752	152740893	152740128	152740240	152742488	152742585
7963	"Casp8"	"Casp8"	chr1	+	58803998	58804114	58802501	58802693	58823914	58824247
7964	"Casp8"	"Casp8"	chr1	+	58831605	58831667	58829095	58829149	58833632	58833774
7965	"Wapal"	"Wapal"	chr14	+	34731508	34731609	34730548	34730660	34733730	34733807
7966	"Wapal"	"Wapal"	chr14	+	34724705	34724858	34722263	34722359	34725127	34725264
7967	"Zfp703"	"Zfp703"	chr8	+	26978261	26978395	26977335	26977611	26978567	26981462
7968	"Gm16845"	"Gm16845"	chr9	+	22076019	22076083	22071001	22071164	22076249	22076351
7969	"LOC102636514"	"LOC102636514"	chr8	-	57305254	57305415	57304413	57304432	57307078	57307175
7970	"Top1"	"Top1"	chr2	+	160670099	160670202	160646607	160646632	160684447	160684503
7971	"Top1"	"Top1"	chr2	+	160684447	160684503	160670099	160670202	160687647	160687743
7972	"Top1"	"Top1"	chr2	+	160682650	160682774	160670099	160670202	160684447	160684503
7973	"Zc3h15"	"Zc3h15"	chr2	+	83657015	83657127	83653357	83653459	83658008	83658161
7974	"Krcc1"	"Krcc1"	chr6	+	71283020	71283205	71282150	71282317	71283963	71285319
7975	"Trim8"	"Trim8"	chr19	+	46512722	46512818	46501647	46503013	46513107	46513341
7976	"Abhd12b"	"Abhd12b"	chr12	+	70169032	70169078	70166935	70166966	70169193	70169323
7977	"Thap2"	"Thap2"	chr10	-	115376351	115376547	115369965	115372946	115384204	115384435
7978	"Aox1"	"Aox1"	chr1	+	58059034	58059186	58058131	58058224	58059378	58059472
7979	"Ift122"	"Ift122"	chr6	+	115899478	115899619	115894221	115894419	115902857	115902911
7980	"Paics"	"Paics"	chr5	+	76956545	76956743	76951410	76951835	76959314	76959493
7981	"Paics"	"Paics"	chr5	+	76961392	76961506	76961109	76961289	76962426	76962510
7982	"Cab39"	"Cab39"	chr1	+	85837285	85837404	85835322	85835487	85842197	85842366
7983	"Cab39"	"Cab39"	chr1	+	85842197	85842366	85835322	85835487	85844592	85844652
7984	"Inpp1"	"Inpp1"	chr1	-	52797040	52797101	52794469	52794670	52799284	52799536
7985	"Eno1"	"Eno1"	chr4	+	150241044	150241140	150239472	150239566	150242121	150242180
7986	"Stx16"	"Stx16"	chr2	+	174092401	174092567	174091481	174091622	174093433	174093525
7987	"Stx16"	"Stx16"	chr2	+	174093928	174094072	174093433	174093525	174095059	174095140
7988	"Stx16"	"Stx16"	chr2	+	174084645	174084657	174077050	174077138	174090620	174090728
7989	"Stx16"	"Stx16"	chr2	+	174084645	174084657	174077050	174077189	174090620	174090728
7990	"Wdr74"	"Wdr74"	chr19	+	8735986	8736093	8735838	8735905	8736175	8736297
7991	"Hnrnpk"	"Hnrnpk"	chr13	-	58395164	58395293	58394477	58394785	58395573	58395687
7992	"Hnrnpk"	"Hnrnpk"	chr13	-	58397752	58397796	58396826	58396899	58399155	58399212
7993	"Hnrnpk"	"Hnrnpk"	chr13	-	58396187	58396259	58395573	58395687	58396826	58396899
7994	"Cetn4"	"Cetn4"	chr3	-	37309344	37309482	37308626	37309181	37309936	37310065
7995	"Usp24"	"Usp24"	chr4	+	106379038	106379137	106377508	106377619	106379228	106379402
7996	"Usp24"	"Usp24"	chr4	+	106360417	106360521	106360122	106360237	106361902	106362010
7997	"Zfand4"	"Zfand4"	chr6	+	116285853	116285921	116273572	116273872	116287981	116288168
7998	"Zfand4"	"Zfand4"	chr6	+	116328206	116328324	116315587	116315642	116329348	116330304
7999	"Zfand4"	"Zfand4"	chr6	+	116287981	116288168	116273572	116273872	116305616	116305761
8000	"Drp2"	"Drp2"	chrX	+	134430474	134430631	134428313	134428477	134431530	134431651
8001	"Orc4"	"Orc4"	chr2	-	48917164	48917338	48912561	48912648	48927095	48927247
8002	"Mtmr3"	"Mtmr3"	chr11	-	4490977	4491148	4489621	4489767	4491806	4491992
8003	"Dapp1"	"Dapp1"	chr3	-	137961441	137961575	137949646	137949777	137981318	137981549
8004	"Dapp1"	"Dapp1"	chr3	-	137965880	137966003	137961441	137961575	137981318	137981549
8005	"Dapp1"	"Dapp1"	chr3	-	137935581	137935669	137931005	137933189	137949646	137949777
8006	"Dapp1"	"Dapp1"	chr3	-	137939136	137939199	137937736	137937822	137940860	137940908
8007	"Crtac1"	"Crtac1"	chr19	-	42287172	42287215	42284122	42284266	42287852	42287998
8008	"Fam213b"	"Fam213b"	chr4	-	154897348	154897424	154897039	154897158	154897505	154897569
8009	"Fam213b"	"Fam213b"	chr4	-	154897348	154897424	154897039	154897158	154898127	154898179
8010	"Fam213b"	"Fam213b"	chr4	-	154897505	154897569	154897348	154897424	154898127	154898179
